object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x,y,file_name,license.x,col_id,session_id,file_id,sn,spectrum_type,organization,spectrum_identity,librarytype,spectrumid,owner,instrument_mode,rruffid,ideal_chemistry,locality,source,status,url,measured_chemistry,intensity_units,other_info,jcamp-dx,yfactor,deltax,instrument_used,material_color,citation,brand,item,location,width,depth,particle_massmg,tgoc,tmoc,onset,enthalpyj_g,qa_qc,framework,abbreviation,spectral_resolution,instrument_accessories,wavenumber_range,user_name,region,campaign,state,treatment,analysis,exposure_days,polymer_id,file_legacy,locationdescription,country,lat,lon,spec_hash,x_unit,y_unit,product_id,supplier,specifications,pin_id,orientation,replicate,longest_dimension,license.y,samples,lines,bands,header_offset,data_type,interleave,pixel_size,otherinfo,pressure,temperature,material_form,material_producer,number_of_accumulations,time,ratio_against_background,truncated,elementmultiply_or_elementdivide,collection_length,sample_gain,number_of_background_scans,background_gain,sample_spacing,resolution_points,number_of_fft_points,apodization,bench_serial_number,subtraction_or_addition,baseline_correction,perctransmittance_absorbance,sponsor,grating,hole_sizenm,slitum,filterperc,delays,date,molform,aperture,beamsplitter,detectordiadetport_in_sphere,sphere_diameter,acquisition_mode,scanner_speed,phase_resolution,phase_correction,zerofilling,wavenumber_accuracy,low_pass_filter,switch_gain_on,mw,contact_info,cas_number,material_quality,laser_light_used,total_acquisition_time_s,data_processing_proceedure,level_of_confidence_in_identification,smoother,density,material_class,plastic_or_not,material_class_specific
intensity.63,8162f56e6ff318a22db0a0d07fd03d51,0.963002549,0.7,TRUE,8.259190781,#NAME?,TRUE,TRUE,12,5,1 Particle4Area29.csv,CC BY-NC,intensity.63,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,6478e2b2308ff6a0a2db57c9c147ec95,12.48329456,raman,"slopp, munno et al. 2020",cotton,polymers,cotton17.whiteteabag,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,600,100,100,100,0,,,,,,,,,,,,,,,,,,store bought,785,8,,,,,organic matter,not plastic,
intensity.64,7337ddae3277a1cfcac07944e644ed75,0.964128325,0.7,TRUE,50.17541605,#NAME?,TRUE,TRUE,13,5,1 Particle4Area30.csv,CC BY-NC,intensity.64,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,c1752a1ac30559844765260b26800c99,69.09045847,raman,"slopp, munno et al. 2020",polyethylene,polymers,polyethylene26.whitemicrobead,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fragment,,8,,,,,8,,,,,,,,,,,,,600,300,100,100,0,,,,,,,,,,,,,,,,,,store bought,785,8,,,,,polyolefins (polyalkenes),plastic,poly(ethylene)
intensity.65,71d885556d54c46b0c60199954af6f54,0.755367553,0.7,TRUE,1.841509167,#NAME?,TRUE,TRUE,1,6,1 Particle4Area31.csv,CC BY-NC,intensity.65,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,4128a7ecf6fd427af5924b5c5ae73a67,5.993014247,raman,rruff,metacinnabar,minerals,metacinnabar__r060950__broad_scan__532__0__unoriented__raman_data_raw__12831,rruff,,r060950,hg^2+^s^2-^,"ryan mine, contra costa county, california, usa",bob jenkins,the identification of this mineral is confirmed by single-crystal x-ray diffraction and chemical analysis.,rruff.info/r060950,hg_0.95_fe_0.03_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dark orange brown submetallic crystals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.66,174faa31441aa36a88eab464d1607610,0.790405024,0.7,TRUE,3.870859122,#NAME?,TRUE,TRUE,2,6,1 Particle4Area33.csv,CC BY-NC,intensity.66,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,0f8329323e80cdf7806b8577e1ebdccb,125.7265768,raman,raman open database,c,crystallography,3500021,public domain,,,,,,,,,arbitrary units,http://solsa.crystallography.net/rod/3500021.rod,4.24,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.67,1af5dfe9eb2b1d32a29b01895718d582,0.84697163,0.7,TRUE,8.422240975,#NAME?,TRUE,TRUE,3,6,1 Particle4Area36.csv,CC BY-NC,intensity.67,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,c82b3798c4315db044756aec4d527aae,8.384185205,raman,rruff,englishite,minerals,englishite__r060825__broad_scan__532__0__unoriented__raman_data_raw__12963,rruff,,r060825,k_3_na_2_ca_10_al_15_(oh)_7_(po_4_)_21_&#183;26h_2_o,"clay canyon, fairfield, utah county, utah, usa",michael scott,the identification of this mineral is not yet confirmed.,rruff.info/r060825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"compressed aggregate of colorless to white pearly, platy crystals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.68,8162f56e6ff318a22db0a0d07fd03d51,0.964179252,0.7,TRUE,10.96718911,#NAME?,TRUE,TRUE,4,6,1 Particle4Area39.csv,CC BY-NC,intensity.68,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,3053dbe14363df70902264d890e58c84,12.48329456,raman,"slopp, munno et al. 2020",cotton,polymers,cotton17.whiteteabag,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,600,100,100,100,0,,,,,,,,,,,,,,,,,,store bought,785,8,,,,,organic matter,not plastic,
intensity.69,796c0cf5cc3fc2c3baf03aa62f5818d3,0.954153977,0.7,TRUE,17.986401,#NAME?,TRUE,TRUE,5,6,1 Particle4Area4.csv,CC BY-NC,intensity.69,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,3c57b86584f5fdef8afa4bdbed5801fc,73.14717984,raman,"slopp, munno et al. 2020",polyethylene terephthalate,polymers,polyethyleneterephthalate13.clearplasticsheet,,,,,,,,,,,,,,,,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fragment,,4,,,,,4,,,,,,,,,,,,,1200,300,100,25,0,,,,,,,,,,,,,,,,,,lab,532,4,,,,,polyterephthalates,plastic,poly(ethylene terephthalate)
intensity.70,c645de31fc664c65013000eb5574dd3f,0.967453493,0.7,TRUE,17.01519706,#NAME?,TRUE,TRUE,6,6,1 Particle4Area44.csv,CC BY-NC,intensity.70,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,d764227c92d2b37fc90f56d66946d765,52.05323382,raman,"slopp, munno et al. 2020",pet,polymers,polyethyleneterephthalate1.clearfragment,,,,,,,,,,,,,,,,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fragment,,4,,,,,4,,,,,,,,,,,,,1200,300,100,100,0,,,,,,,,,,,,,,,,,,,532,4,,,,,polyterephthalates,plastic,poly(ethylene terephthalate)
intensity.71,5144dac6defe016e4b4250e631ea5d1d,0.803949385,0.7,TRUE,4.802833944,#NAME?,TRUE,TRUE,7,6,1 Particle4Area5.csv,CC BY-NC,intensity.71,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,5545d7fbe94495e779e1d176a1ddb3fa,29.40046242,raman,"slopp, munno et al. 2020",cotton,polymers,cotton2a.pinkfiber,,,,,,,,,,,,,,,,pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,1200,100,100,25,30,,,,,,,,,,,,,,,,,,donated,532,8,,,,,organic matter,not plastic,
intensity.72,8162f56e6ff318a22db0a0d07fd03d51,0.958804432,0.7,TRUE,11.73189021,#NAME?,TRUE,TRUE,8,6,1 Particle4Area52.csv,CC BY-NC,intensity.72,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,5cbede618792b4d0a9a8892a6525bd5c,12.48329456,raman,"slopp, munno et al. 2020",cotton,polymers,cotton17.whiteteabag,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,600,100,100,100,0,,,,,,,,,,,,,,,,,,store bought,785,8,,,,,organic matter,not plastic,
intensity.73,45533f84645088f9cd96daeb746950b9,0.7868487,0.7,TRUE,4.657541785,#NAME?,TRUE,TRUE,9,6,1 Particle4Area53.csv,CC BY-NC,intensity.73,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,e2c641fcee66653b7a9724d75ec69a16,7.987023438,raman,cabernard et al. 2018,"polypropylene, isotactic","polymer, minerals, organic materials",133cabernard,,,,,,,,,,,"polymer| awi| pksd 68 polypropylene, isotactic pellets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scientific polymer products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyolefins (polyalkenes),plastic,poly(propylene)
intensity.74,f9eb320f1ed44f2c0b546d5c1374061b,0.885608419,0.7,TRUE,7.878382763,#NAME?,TRUE,TRUE,10,6,1 Particle4Area7.csv,CC BY-NC,intensity.74,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,ead3a28e51c7a039d55ce33afae21813,15.65195603,raman,"slopp, munno et al. 2020",cotton,polymers,cotton14.yellowfiber,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,600,300,100,100,0,,,,,,,,,,,,,,,,,,donated,785,8,,,,,organic matter,not plastic,
intensity.75,890ec8e0b538f5c13cae15584242ec0a,0.982999316,0.7,TRUE,45.28987963,#NAME?,TRUE,TRUE,11,6,1 Particle4Area8.csv,CC BY-NC,intensity.75,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,3b910ff5038288d1cc1e32d70728302d,80.40268082,raman,"j. lynch, nist",ldpe,polymers,ldpe_sarah_#8_1s_20ac_10x_25mw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyolefins (polyalkenes),plastic,poly(ethylene)
intensity.76,8ee6f7ccc8abc37c71b0a91661bbee53,0.833104693,0.7,TRUE,2.061765618,#NAME?,TRUE,TRUE,12,6,1 Particle4Area9.csv,CC BY-NC,intensity.76,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,0bf56d63ac3d976e714e1bbb43c19a9f,7.897234174,raman,rruff,arapovite,minerals,arapovite__r060672__broad_scan__785__0__unoriented__raman_data_processed__15497,rruff,,r060672,"(k_1-x_[box]_x_)(ca,na)_2_u^4+^si_8_o_20_ (x~0.5)","dara-i-pioz glacier, hait, alayskiy (alai) range, tien shan mountains, tajikistan",michael scott,the identification of this mineral is not yet confirmed.,rruff.info/r060672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dark green prismatic crystals with rectangular shapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.77,72312d253461567246aa20d929cedb62,0.84999783,0.7,TRUE,3.890686844,#NAME?,TRUE,TRUE,13,6,1 Particle5Area10.csv,CC BY-NC,intensity.77,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,6cdb92cb4a4fec87390fc4c2aa63df5e,11.67027877,raman,"slopp, munno et al. 2020",cotton,polymers,cotton9.blackfiber,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,4,,,,,4,,,,,,,,,,,,,600,300,100,100,0,,,,,,,,,,,,,,,,,,donated,785,4,,,,,organic matter,not plastic,
intensity.78,14ebf7bc8c459856775e98b47a63331a,0.687552936,0.7,FALSE,3.808212314,#NAME?,TRUE,FALSE,1,7,1 Particle5Area11.csv,CC BY-NC,intensity.78,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,962f85871e2b3cbc3c70c39159906db9,5.303194916,raman,chsos_pigments,maya blue 36007_638,pigments,maya blue 36007_638,unknown,absorbance,,,,unknown,,,,counts,"raman spectra of 58 historical pigments, distributed as swatches painted on a cardboard (pigment checker), by dr. antonino cosentino/chsos (http://chsopensource.org/). measured at three laser wavelengths.
published as pigments checker version 3.0, a handy set for conservation scientists: a free online raman spectra database in microchemical journal 129, 123132 (2016)",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.85387,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/5/2017 17:40,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,
intensity.79,419c456265438169a929660bfd4a7583,0.652439124,0.7,FALSE,7.488383474,#NAME?,TRUE,FALSE,2,7,1 Particle5Area14.csv,CC BY-NC,intensity.79,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,c78141a8a3fe633847c6f180280b95a0,18.70006982,raman,"slopp, munno et al. 2020",nylon,polymers,polyamide6.clearfilm,,,,,,,,,,,,,,,,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film,,10,,,,,5,,,,,,,,,,,,,1200,100,100,100,0,,,,,,,,,,,,,,,,,,,532,5,,,,,polyamides (polylactams),plastic,
intensity.80,8162f56e6ff318a22db0a0d07fd03d51,0.935397905,0.7,TRUE,6.567362441,#NAME?,TRUE,TRUE,3,7,1 Particle5Area16.csv,CC BY-NC,intensity.80,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,235f03298c935aacaf35c8e327ad1d04,12.48329456,raman,"slopp, munno et al. 2020",cotton,polymers,cotton17.whiteteabag,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,600,100,100,100,0,,,,,,,,,,,,,,,,,,store bought,785,8,,,,,organic matter,not plastic,
intensity.81,c645de31fc664c65013000eb5574dd3f,0.968901462,0.7,TRUE,18.92644402,#NAME?,TRUE,TRUE,4,7,1 Particle5Area18.csv,CC BY-NC,intensity.81,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,9b59176aac830387ac8a40c8bc3f3586,52.05323382,raman,"slopp, munno et al. 2020",pet,polymers,polyethyleneterephthalate1.clearfragment,,,,,,,,,,,,,,,,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fragment,,4,,,,,4,,,,,,,,,,,,,1200,300,100,100,0,,,,,,,,,,,,,,,,,,,532,4,,,,,polyterephthalates,plastic,poly(ethylene terephthalate)
intensity.82,4e718e49ce3d5e524ffedf740e57c873,0.849996857,0.7,TRUE,2.089361196,#NAME?,TRUE,TRUE,5,7,1 Particle5Area19.csv,CC BY-NC,intensity.82,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,8f6f985ac9ccf8557a7b61915bbf0289,9.1157771,raman,rruff,laachite,minerals,laachite__r141091__broad_scan__780__0__unoriented__raman_data_raw__24165,rruff,,r141091,"(ca,mn^2+^)_2_zr^4+^_2_nb^5+^_2_ti^4+^fe^2+^o_14_","in den dellen, laach lake volcano, mendig, eifel, germany",ch. and h. schfer,the identification of this mineral has been confirmed only by single crystal x-ray diffraction.,rruff.info/r141091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prismatic red-brown crystals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.83,4e718e49ce3d5e524ffedf740e57c873,0.730601651,0.7,TRUE,2.734068957,#NAME?,TRUE,TRUE,6,7,1 Particle5Area20.csv,CC BY-NC,intensity.83,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,ad277cbc352b16132ae3933d24db57ab,9.1157771,raman,rruff,laachite,minerals,laachite__r141091__broad_scan__780__0__unoriented__raman_data_raw__24165,rruff,,r141091,"(ca,mn^2+^)_2_zr^4+^_2_nb^5+^_2_ti^4+^fe^2+^o_14_","in den dellen, laach lake volcano, mendig, eifel, germany",ch. and h. schfer,the identification of this mineral has been confirmed only by single crystal x-ray diffraction.,rruff.info/r141091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prismatic red-brown crystals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.84,3d4843e24fd99f6d2ea7e4d6d1276b94,0.868449485,0.7,TRUE,12.70394609,#NAME?,TRUE,TRUE,7,7,1 Particle5Area26.csv,CC BY-NC,intensity.84,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,cb2b14a81894493056b59abb92edb87b,40.35929626,raman,rruff,carpathite,minerals,carpathite__r060162__broad_scan__532__0__unoriented__raman_data_raw__20792,rruff,,r060162,c_24_h_12_,"picacho mine, san benito county, california, usa",marcus origlieri,the identification of this mineral has been confirmed by single-crystal x-ray diffraction.,rruff.info/r060162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,colorless to pale yellow splintery fractured aggregates associated with cinnabar on quartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.85,f0c42df463f3b461703814d2e2653d3d,0.820786154,0.7,TRUE,3.753939988,#NAME?,TRUE,TRUE,8,7,1 Particle5Area3.csv,CC BY-NC,intensity.85,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,438a3b6944c8bbf85329a5e5a4a2c259,17.39343901,raman,"dora mehn, ec joint research centre",cellulose,polymers,41f05be610cb89fba7f1325bc5d6ae72,,reflectance,,,,,,,,,,,,,witec alpha 300,white,,,,,,,,,,,,,,,<3/cm-1,ccd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tissue paper,,,,,,,,,,,,,,,,,0,,,,,,,,20200318-080228,,,,,,,,,,,,,,,dora.mehn@ec.europa.eu,9004-34-6,consumer material,532 1/cm,,"baseline correction, cut at 150 1/cm",50%,3,,organic matter,not plastic,
intensity.86,72312d253461567246aa20d929cedb62,0.775003873,0.7,TRUE,9.365289003,#NAME?,TRUE,TRUE,9,7,1 Particle5Area30.csv,CC BY-NC,intensity.86,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,0228fe01f73efd9575edcf949fa55f38,11.67027877,raman,"slopp, munno et al. 2020",cotton,polymers,cotton9.blackfiber,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,4,,,,,4,,,,,,,,,,,,,600,300,100,100,0,,,,,,,,,,,,,,,,,,donated,785,4,,,,,organic matter,not plastic,
intensity.87,5f668b31723f35f2c9f62406ba1b3f7d,0.725413009,0.7,TRUE,1.879475202,#NAME?,TRUE,TRUE,10,7,1 Particle5Area33.csv,CC BY-NC,intensity.87,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,2abb2c3aa2d8a77314370c42e52a739b,7.434757928,raman,"slopp, munno et al. 2020",cotton,polymers,cotton11a.brownfiber,,,,,,,,,,,,,,,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,1200,100,100,25,0,,,,,,,,,,,,,,,,,,donated,532,8,,,,,organic matter,not plastic,
intensity.88,8162f56e6ff318a22db0a0d07fd03d51,0.947942029,0.7,TRUE,7.676489844,#NAME?,TRUE,TRUE,11,7,1 Particle5Area35.csv,CC BY-NC,intensity.88,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,a44ba0de17dd309633dccbe51b920210,12.48329456,raman,"slopp, munno et al. 2020",cotton,polymers,cotton17.whiteteabag,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiber,,8,,,,,8,,,,,,,,,,,,,600,100,100,100,0,,,,,,,,,,,,,,,,,,store bought,785,8,,,,,organic matter,not plastic,
intensity.89,f0c42df463f3b461703814d2e2653d3d,0.90241477,0.7,TRUE,6.771583173,#NAME?,TRUE,TRUE,12,7,1 Particle5Area40.csv,CC BY-NC,intensity.89,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,d6023a337c225d9713b1ab5170faf856,17.39343901,raman,"dora mehn, ec joint research centre",cellulose,polymers,41f05be610cb89fba7f1325bc5d6ae72,,reflectance,,,,,,,,,,,,,witec alpha 300,white,,,,,,,,,,,,,,,<3/cm-1,ccd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tissue paper,,,,,,,,,,,,,,,,,0,,,,,,,,20200318-080228,,,,,,,,,,,,,,,dora.mehn@ec.europa.eu,9004-34-6,consumer material,532 1/cm,,"baseline correction, cut at 150 1/cm",50%,3,,organic matter,not plastic,
intensity.90,174faa31441aa36a88eab464d1607610,0.774466252,0.7,TRUE,5.658692049,#NAME?,TRUE,TRUE,13,7,1 Particle5Area41.csv,CC BY-NC,intensity.90,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,411554a8fc38debf8a6921f405ff4712,125.7265768,raman,raman open database,c,crystallography,3500021,public domain,,,,,,,,,arbitrary units,http://solsa.crystallography.net/rod/3500021.rod,4.24,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.91,f0c42df463f3b461703814d2e2653d3d,0.751153006,0.7,TRUE,3.148595447,#NAME?,TRUE,TRUE,1,8,1 Particle5Area46.csv,CC BY-NC,intensity.91,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,2485f09ad34e9b0c4fac6ca79cf53833,17.39343901,raman,"dora mehn, ec joint research centre",cellulose,polymers,41f05be610cb89fba7f1325bc5d6ae72,,reflectance,,,,,,,,,,,,,witec alpha 300,white,,,,,,,,,,,,,,,<3/cm-1,ccd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tissue paper,,,,,,,,,,,,,,,,,0,,,,,,,,20200318-080228,,,,,,,,,,,,,,,dora.mehn@ec.europa.eu,9004-34-6,consumer material,532 1/cm,,"baseline correction, cut at 150 1/cm",50%,3,,organic matter,not plastic,
intensity.92,2440d739b288c608faaacaec2fc4fb01,0.796326463,0.7,TRUE,9.94118295,#NAME?,TRUE,TRUE,2,8,1 Particle5Area53.csv,CC BY-NC,intensity.92,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,e75878406f8f0e1f2c3f68940ba7476b,130.5231297,raman,rruff,erdite,minerals,erdite__r070139__broad_scan__780__0__unoriented__raman_data_raw__23712,rruff,,r070139,nafe^3+^s^2-^_2_&#183;2h_2_o,"coyote peak, orick, humboldt county, california, usa",michael scott,the identification of this mineral has been confirmed by x-ray diffraction.,rruff.info/r070139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"deep red massive, underneath the weathering product of parallel light brown fibers (goethite), associated with submetallic bartonite, phlogopite, and barytolamprophyllite (r120087); co-type specimen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.93,43513ff4e66f550c7cd6ad32685d8fe6,0.98341837,0.7,TRUE,68.59187882,#NAME?,TRUE,TRUE,3,8,1 Particle5Area8.csv,CC BY-NC,intensity.93,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,98b4815409920b72748065f2af859851,91.22175946,raman,"j. lynch, nist",ldpe,polymers,nist_srm_ldpe1473c_1s_20ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyolefins (polyalkenes),plastic,poly(ethylene)
intensity.94,0fc1d3e660a8816ed19c71015bb23760,0.789413477,0.7,TRUE,7.450219283,#NAME?,TRUE,TRUE,4,8,1 Particle5Area9.csv,CC BY-NC,intensity.94,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,dd8684141a45722f78e5cf1086dfe095,8.834004129,raman,rruff,fluorapatite,minerals,fluorapatite__r060184__broad_scan__532__0__unoriented__raman_data_processed__20859,rruff,,r060184,ca_5_(po_4_)_3_f,"yates mine, otter lake, quebec, canada",lloyd twaites,the identification of this mineral has been confirmed by x-ray diffraction and chemical analysis,rruff.info/r060184,(ca_0.99_ce_0.01_)_5.00_((p_0.98_si_0.01_s_0.01_)o_4_)_3_f_1.00_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green colored fragment of a hexagonal prism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
intensity.95,32da2afde492b2aad5336afc7259593f,0.712170975,0.7,TRUE,1.754972226,#NAME?,TRUE,TRUE,5,8,1 Particle6Area1.csv,CC BY-NC,intensity.95,66a4549ef6df9dc534d39f102eb4747f/4347e0d32335fbb5437fe23552aaf18a,7cdc97b3fba7455c36f0d7346c259dba,17.72970425,raman,rruff,bunsenite,minerals,bunsenite__r080121__broad_scan__532__0__unoriented__raman_data_raw__18848,rruff,,r080121,ni^2+^o,"johanngeorgenstadt, saxony, germany",william w. pinch,the identification of this mineral has been confirmed by single-crystal x-ray diffraction.,rruff.info/r080121,ni_1.00_o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dark green octahedra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,
